"""conference""","""year""","""doi""","""title""","""citationCount""","""download6weeks""","""download12months""","""downloadAll""","""keywords""","""pageNumber""","""authors"""
CHI,3,http://dx.doi.org/10.1145/642611.642682,How do people manage their digital photographs?,158,20,153,"3,942",annotation; content-based image retrieval; digital photography; experimentation; image browsing; personal photography,8,"81100347361, Kerry Rodden, University of Cambridge, Cambridge, UK; 81344500170, Kenneth R. Wood, Microsoft Research, Cambridge, UK; "
CHI,3,http://dx.doi.org/10.1145/642611.642684,Things happening in the brain while humans learn to use new tools,3,2,53,"1,609",brain science; fmri; internal model; meuroscience; non-invasive neuroimaging; physiology; tools; virtual reality,8,"81100273942, Yoshifumi Kitamura, Osaka University, Osaka, Japan; 81100449901, Yoshihisa Yamaguchi, Osaka University, Osaka, Japan; 81100638062, Imamizu Hiroshi, ATR, Kyoto, Japan; 81100339162, Fumio Kishino, Osaka University, Osaka, Japan; 81452610559, Mitsuo Kawato, ATR, Kyoto, Japan; "
CHI,3,http://dx.doi.org/10.1145/642611.642686,The mad hatter's cocktail party: a social mobile audio space supporting multiple simultaneous conversations,25,2,40,"1,141",audio space; conversation analysis; experimentation; human factors,8,"81100590142, Paul M. Aoki, Palo Alto Research Center, Palo Alto, CA; 81100185743, Matthew Romaine, Stanford University, Stanford, CA; 81343506379, Margaret H. Szymanski, Palo Alto Research Center, Palo Alto, CA; 81343506925, James D. Thornton, Palo Alto Research Center, Palo Alto, CA; 81100531718, Daniel Wilson, Carnegie Mellon University, Pittsburgh, PA; 81100327302, Allison Woodruff, Palo Alto Research Center, Palo Alto, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642687,Mobile phones for the next generation: device designs for teenagers,29,18,109,"4,882",3g; ethnography; graphical user interfaces; mms; multimedia messaging; sociology; theory and methods,8,"81100128576, Sara Berg, Ume&#229; University; 81100517358, Alex S. Taylor, University of Surrey; 81452613064, Richard Harper; "
CHI,3,http://dx.doi.org/10.1145/642611.642688,Wan2tlk?: everyday text messaging,51,28,262,"6,581",human factors; human information processing,8,"81328488487, Rebecca Grinter, Palo Alto Research Center (PARC), Palo Alto, CA; 81332497353, Margery Eldridge; "
CHI,3,http://dx.doi.org/10.1145/642611.642690,A design tool for camera-based interaction,26,5,41,"1,426",algorithms; color; human factors; interaction; machine learning; perceptive user interfaces; theory and methods,8,"81100158845, Jerry Fails, Brighm Young University/BYU, Provo, UT; 81410595121, Dan Olsen, Brighm Young University/BYU, Provo, UT; "
CHI,3,http://dx.doi.org/10.1145/642611.642691,Videography for telepresentations,12,1,22,746,communications applications; general; office automation,8,"81100018204, Yong Rui, Microsoft Research, Redmond, WA; 81452611908, Anoop Gupta, Microsoft Research, Redmond, WA; 81100031531, Jonathan Grudin, Microsoft Research, Redmond, WA; "
CHI,3,http://dx.doi.org/10.1145/642611.642692,A low-latency lip-synchronized videoconferencing system,4,1,23,995,algorithms; design; human factors; lip synchronization; videoconferencing,7,"81100109603, Milton Chen, Stanford University, Stanford, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642694,Multimodal 'eyes-free' interaction techniques for wearable devices,68,25,174,"2,395",audio input/output; design; gestural interaction; input devices and strategies,8,"81100359199, Stephen Brewster, University of Glasgow, U.K.; 81100261006, Joanna Lumsden, National Research Council of Canada, Fredericton, New Brunswick, Canada; 81100405925, Marek Bell, University of Glasgow, U.K.; 81100012107, Malcolm Hall, University of Glasgow, U.K.; 81100367757, Stuart Tasker, University of Glasgow, U.K.; "
CHI,3,http://dx.doi.org/10.1145/642611.642695,Halo: a technique for visualizing off-screen objects,122,49,238,"2,265",design; experimentation; halo; interaction styles; navigation; peripheral awareness indicators; visualization,8,"81100137268, Patrick Baudisch, Microsoft Research, Redmond, WA; 81100414889, Ruth Rosenholtz, Palo Alto Research Center, Palo Alto, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642697,The bull's-eye: a framework for web application user interface design guidelines,8,11,114,"5,896",corporate style guides; enterprise style guides; user interface guidelines; web applications,8,"81100374752, Betsy Beier, Oracle Corporation, Redwood Shores, CA; 81100253714, Misha W. Vaughan, Oracle Corporation, Redwood Shores, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642698,Repairing usability problems identified by the cognitive walkthrough for the web,14,6,103,"3,741",architectures; design; experimentation; human factors; human information processing; latent semantic analysis; navigation; theory; theory and methods; user issues; verification,8,"81100037866, Marilyn Hughes Blackmon, University of Colorado at Boulder, Boulder, CO; 81100005173, Muneo Kitajima, National Institute of Advanced Industrial Science and Technology (AIST), Higashi, Tsukuba, Ibaraki, Japan; 81100564360, Peter G. Polson, University of Colorado at Boulder, Boulder, CO; "
CHI,3,http://dx.doi.org/10.1145/642611.642699,The bloodhound project: automating discovery of web usability issues using the InfoScent&#960; simulator,40,3,33,"1,920",algorithms; design; experimentation; information foraging; measurement; performance evaluation; theory and methods; user interfaces; user simulation; web-based interaction,8,"81100330316, Ed H. Chi, Palo Alto Research Center, Palo Alto, CA; 81100104467, Adam Rosien, Palo Alto Research Center, Palo Alto, CA; 81100205527, Gesara Supattanasiri, Palo Alto Research Center, Palo Alto, CA; 81100005383, Amanda Williams, Palo Alto Research Center, Palo Alto, CA; 81100506986, Christiaan Royer, Palo Alto Research Center, Palo Alto, CA; 81540376156, Celia Chow, Palo Alto Research Center, Palo Alto, CA; 81100038403, Erica Robles, Palo Alto Research Center, Palo Alto, CA; 81100457431, Brinda Dalal, Palo Alto Research Center, Palo Alto, CA; 81100119126, Julie Chen, Palo Alto Research Center, Palo Alto, CA; 81100572058, Steve Cousins, Palo Alto Research Center, Palo Alto, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642701,Effects of head-mounted and scene-oriented video systems on remote collaboration on physical tasks,35,10,61,"1,152",collaborative computing; design; experimentation; human factors; theory; video-conferencing,8,"81100583820, Susan R. Fussell, Carnegie Mellon University, Pittsburgh, PA; 81100057970, Leslie D. Setlock, Carnegie Mellon University, Pittsburgh, PA; 81328489038, Robert E. Kraut, Carnegie Mellon University, Pittsburgh, PA; "
CHI,3,http://dx.doi.org/10.1145/642611.642702,GAZE-2: conveying eye contact in group video conferencing using eye-controlled camera direction,41,6,87,"1,824",attentive user interfaces; evaluation/methodology; eye tracking; multiparty video conferencing,8,"81100497077, Roel Vertegaal, Queen's University, Kingston, Canada; 81100290429, Ivo Weevers, Queen's University, Kingston, Canada; 81341496878, Changuk Sohn, Queen's University, Kingston, Canada; 81455605565, Chris Cheung, Queen's University, Kingston, Canada; "
CHI,3,http://dx.doi.org/10.1145/642611.642703,The impact of avatar realism and eye gaze control on perceived quality of communication in a shared immersive virtual environment,54,20,166,"2,389","animation; artificial, augmented, and virtual realities; behavioral realism; copresence; experimentation; human factors; photo-realism; virtual reality",8,"81100051968, Maia Garau, University College London, United Kingdom; 81100615391, Mel Slater, University College London, United Kingdom; 81100355462, Vinoba Vinayagamoorthy, University College London, United Kingdom; 81100506656, Andrea Brogni, University College London, United Kingdom; 81100501447, Anthony Steed, University College London, United Kingdom; 81100499004, M. Angela Sasse, University College London, United Kingdom; "
CHI,3,http://dx.doi.org/10.1145/642611.642705,iStuff: a physical user interface toolkit for ubiquitous computing environments,67,9,86,"2,434",asynchronous interaction; auditory feedback; collaborative computing; development tools; haptic i/o; human factors; input and interaction technologies; interaction styles; modules and interfaces; prototyping; synchronous interaction; theory and methods; user interface toolkits; voice; wireless devices,8,"81405596165, Rafael Ballagas, Stanford University, Stanford, CA; 81452607037, Meredith Ringel, Stanford University, Stanford, CA; 81100388123, Maureen Stone, Stanford University, Stanford, CA; 81100443423, Jan Borchers; "
CHI,3,http://dx.doi.org/10.1145/642611.642706,XWand: UI for intelligent spaces,57,6,98,"1,437",accelerometer; bayesian networks; computer vision; gesture recognition; input devices and strategies; interactive systems; multimodal interfaces; sensing; voice,8,"81350567780, Andrew Wilson, Microsoft Research, Redmond, WA; 81339527454, Steven Shafer, Microsoft Research, Redmond, WA; "
CHI,3,http://dx.doi.org/10.1145/642611.642707,Two worlds apart: bridging the gap between physical and virtual media for distributed design collaboration,18,4,71,"1,535",collaborative computing; computer-supported cooperative work; distributed awareness; input devices and strategies; remote interaction; tangible user interfaces,8,"81100584715, Katherine M. Everitt, University of California, Berkeley, CA; 81100364989, Scott R. Klemmer, University of California, Berkeley, CA; 81452595293, Robert Lee, University of California, Berkeley, CA; 81100103519, James A. Landay, University of California, Berkeley, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642709,Exertion interfaces: sports over a distance for social bonding and fun,109,25,183,"2,374",asynchronous interaction; computer mediated communication; design; exertion interface; funology; human factors; measurement; social bonding; sports; theory; theory and models,8,"81100260236, Florian Mueller, Media Lab Europe, Dublin, Ireland and MIT Media Lab, Cambridge, MA; 81100392019, Stefan Agamanolis, Media Lab Europe, Dublin, Ireland; 81100496593, Rosalind Picard, MIT Media Lab, Cambridge, MA; "
CHI,3,http://dx.doi.org/10.1145/642611.642710,Where on-line meets on the streets: experiences with mobile mixed reality games,86,13,110,"2,393","artificial, augmented, and virtual realities; user interfaces",8,"81100138797, Martin Flintham, University of Nottingham, UK; 81100619971, Steve Benford, University of Nottingham, UK; 81452600078, Rob Anastasi, University of Nottingham, UK; 81100617719, Terry Hemmings, University of Nottingham, UK; 81100143427, Andy Crabtree, University of Nottingham, UK; 81100557223, Chris Greenhalgh, University of Nottingham, UK; 81100616051, Nick Tandavanitj; 81100312947, Matt Adams; 81100463317, Ju Row-Farr; "
CHI,3,http://dx.doi.org/10.1145/642611.642711,Lessons from the lighthouse: collaboration in a shared mixed reality system,56,8,69,"1,557",context-awareness; human information processing; mixed reality; user interfaces; www,8,"81100013375, Barry Brown, University of Glasgow, Glasgow, UK; 81100028343, Ian MacColl, University of Glasgow, Glasgow, UK; 81100086432, Matthew Chalmers, University of Glasgow, Glasgow, UK; 81100190450, Areti Galani, University of Glasgow, Glasgow, UK; 81100659202, Cliff Randell, University of Bristol, Bristol, UK; 81100501447, Anthony Steed, University College London, London, UK; "
CHI,3,http://dx.doi.org/10.1145/642611.642713,Is seeing believing?: how recommender system interfaces affect users' opinions,83,24,218,"2,996",collaborative filtering; design; evaluation/methodology; human factors; information filtering; recommender systems,8,"81100288358, Dan Cosley, University of Minnesota, Minnesota, MN; 81451599001, Shyong K. Lam, University of Minnesota, Minnesota, MN; 81100448030, Istvan Albert, University of Minnesota, Minnesota, MN; 81100049091, Joseph A. Konstan, University of Minnesota, Minnesota, MN; 81100096968, John Riedl, University of Minnesota, Minnesota, MN; "
CHI,3,http://dx.doi.org/10.1145/642611.642714,Recommending collaboration with social networks: a comparative evaluation,48,23,160,"4,622",collaborative computing; design; evaluation/methodology; expertise locating; information seeking; recommender systems,8,"81406596787, David W. McDonald, University of Washington, Seattle, Seattle, WA; "
CHI,4,http://dx.doi.org/10.1145/985692.985693,Acquiring in situ training data for context-aware ubiquitous computing applications,14,2,34,"1,880",computing; experience sampling; supervised learning; user interface design,8,"81100009538, Stephen S. Intille, Massachusetts Institute of Technology, Cambridge, MA; 81100450985, Ling Bao, Massachusetts Institute of Technology, Cambridge, MA; 81100435014, Emmanuel Munguia Tapia, Massachusetts Institute of Technology, Cambridge, MA; 81100022967, John Rondoni, Massachusetts Institute of Technology, Cambridge, MA; "
CHI,4,http://dx.doi.org/10.1145/985692.985694,Analysis of combinatorial user effect in international usability tests,18,4,43,"2,336",binomial model; evaluator effect; human factors; measurement; user effect,8,"81100048163, Effie Lai-Chong Law, Eidgenossische Technische Hochschule Zurich, Zurich, Switzerland; 81100608447, Ebba Thora Hvannberg, University of Iceland, Reykjavik, Iceland; "
CHI,4,http://dx.doi.org/10.1145/985692.985695,Animaatiokone: an installation for creating clay animation,2,1,40,906,clay animation; design; input devices and strategies,8,"81100307069, Perttu H&#228;m&#228;l&#228;inen, Helsinki University of Technology, HUT, Finland; 81100574122, Mikko Lindholm, University of Art and Design Helsinki, Helsinki, Finland; 81100535232, Ari Nyk&#228;nen, University of Art and Design Helsinki, Helsinki, Finland; 81100619329, Johanna H&#246;ysniemi, University of Tampere, UTA, Finland; "
CHI,4,http://dx.doi.org/10.1145/985692.985696,Breaking the book: translating the chemistry lab book into a pervasive computing lab environment,20,1,32,"1,049",design methods; evaluation/methodology; prototyping,8,"81311483103, m. c. schraefel, University of Southampton, Southampton, UK; 81100163669, Gareth V. Hughes, University of Southampton, Southampton, UK; 81100012263, Hugo R. Mills, University of Southampton, Southampton, UK; 81452616265, Graham Smith, University of Southampton, Southampton, UK; 81537370456, Terry R. Payne, University of Southampton, Southampton, UK; 81100478323, Jeremy Frey, University of Southampton, Southampton, UK; "
CHI,4,http://dx.doi.org/10.1145/985692.985697,a CAPpella: programming by demonstration of context-aware applications,65,6,75,"1,935",context-aware computing; end-user programming; human factors; prototyping; time series analysis,8,"81100327371, Anind K. Dey, Intel Research, Berkeley, Berkeley, CA; 81100149748, Raffay Hamid, Georgia Tech, Atlanta, GA; 81548114764, Chris Beckmann, UC-Berkeley, Berkeley, CA; 81100475536, Ian Li, University of Washington, Seattle, WA; 81542414456, Daniel Hsu, UC-Berkeley, Berkeley, CA; "
CHI,4,http://dx.doi.org/10.1145/985692.985698,<i>Caretta</i>: a system for supporting face-to-face collaboration by integrating personal and shared spaces,44,5,70,"2,128","artificial, augmented, and virtual realities; design; human factors; interaction styles; personal and shared spaces; sensing board",8,"81100344146, Masanori Sugimoto, University of Tokyo, Tokyo, Japan; 81331494616, Kazuhiro Hosoi, University of Tokyo, Tokyo, Japan; 81100071502, Hiromichi Hashizume, National Institute of Informatics, Tokyo, Japan; "
CHI,4,http://dx.doi.org/10.1145/985692.985699,Categorical imperative <i>NOT</i>: facial affect is perceived <i>continuously</i>,8,0,18,751,affect; avatars; evaluation/methodology; facial affect; naturalistic computing; video compression,8,"81100092251, Diane J. Schiano, Stanford University, Stanford, CA; 81100368808, Sheryl M. Ehrlich, Adobe Systems, San Jose, CA; 81100130516, Kyle Sheridan; "
CHI,4,http://dx.doi.org/10.1145/985692.985700,Cluster-based find and replace,1,1,16,665,clustering; error prevention; find & replace; human factors; prototyping; user-centered design,8,"81100162232, Robert C. Miller, MIT, Cambridge, MA; 81100280945, Alisa M. Marshall, Lockheed Martin Corporation, Burlington, MA; "
CHI,4,http://dx.doi.org/10.1145/985692.985701,Collision warning design to mitigate driver distraction,11,17,102,"2,020",collision warning systems; distraction; general; notification systems; smart cars; user acceptance,8,"81100429734, John D. Lee, University of Iowa, Iowa City, IA; 81100537816, Joshua D. Hoffman, University of Iowa, Iowa City, IA; 81100592584, Elizabeth Hayes, DaimlerChrysler Research and Technology, Portland, OR; "
CHI,4,http://dx.doi.org/10.1145/985692.985702,Combining 2D and 3D views for orientation and relative position tasks,10,2,39,"1,418",2d and 3d visualization; display algorithms; empirical study; experiment; orientation and relative position tasks,8,"81100424672, Melanie Tory, Simon Fraser University; 81332516480, Torsten Moller, Simon Fraser University; 81350572592, M. Stella Atkins, Simon Fraser University; 81100325769, Arthur E. Kirkpatrick, Simon Fraser University; "
CHI,4,http://dx.doi.org/10.1145/985692.985703,A comparison of consecutive and concurrent input text entry techniques for mobile phones,21,7,70,915,chording; experimentation; human factors; interaction styles; text input,8,"81100606762, Daniel Wigdor, University of Toronto; 81100503904, Ravin Balakrishnan, University of Toronto; "
CHI,4,http://dx.doi.org/10.1145/985692.985704,"A comparison of static, adaptive, and adaptable menus",66,13,130,"2,632",adaptable interfaces; customization; evaluation/methodology; human factors; interaction techniques; performance,8,"81100170743, Leah Findlater, University of British Columbia, Vancouver, B.C., Canada; 81100232506, Joanna McGrenere, University of British Columbia, Vancouver, B.C., Canada; "
CHI,4,http://dx.doi.org/10.1145/985692.985705,Computational GOMS modeling of a complex team task: lessons learned,7,2,30,"1,089",design; human factors; theory and methods,8,"81100254452, David E. Kieras, University of Michigan, Ann Arbor, MI; 81100500153, Thomas P. Santoro, Naval Submarine Medical Research Laboratory, Groton, CT; "
CHI,4,http://dx.doi.org/10.1145/985692.985706,Connecting time-oriented data and information to a coherent interactive visualization,23,12,152,"1,956",design; human factors; medical application: intensive care units; temporal data modeling and abstraction; visualization,8,"81100497370, Ragnar Bade, University of Magdeburg, Magdeburg; 81100578137, Stefan Schlechtweg, University of Magdeburg, Magdeburg; 81100255622, Silvia Miksch, Vienna University of Technology, Vienna; "
CHI,4,http://dx.doi.org/10.1145/985692.985707,"""Constant, constant, multi-tasking craziness"": managing multiple working spheres",128,37,199,"2,609",attention management; human factors; information overload; personal information management,8,"81100613506, Victor M. Gonz&#225;lez, University of California, Irvine, Irvine, CA; 81100279599, Gloria Mark, University of California, Irvine, Irvine, CA; "
CHI,4,http://dx.doi.org/10.1145/985692.985708,A constraint satisfaction approach to predicting skilled interactive cognition,7,2,18,707,tools for usability evaluation,8,"81100219909, Alonso Vera, NASA Ames Research Center, Moffett Field, CA; 81100489674, Andrew Howes, Cardiff University, Cardiff, UK; 81100329457, Michael McCurdy, NASA Ames Research Center, Moffett Field, CA; 81100350115, Richard L. Lewis, University of Michigan, Ann Arbor, MI; "
CHI,4,http://dx.doi.org/10.1145/985692.985709,Deception and design: the impact of communication technology on lying behavior,30,43,302,"3,946",cmc; deception; lying; psychology,6,"81100212035, Jeffrey T. Hancock, Cornell University, Ithaca, NY; 81100334243, Jennifer Thom-Santelli, Cornell University, Ithaca, NY; 81100458316, Thompson Ritchie, Cornell University, Ithaca, NY; "
CHI,4,http://dx.doi.org/10.1145/985692.985710,Design guidelines for learner-centered handheld tools,14,10,68,"2,860",computer uses in education; handhelds; user interfaces,8,"81100570840, Kathleen Luchini, University of Michigan, Ann Arbor, MI; 81100211248, Chris Quintana, University of Michigan, Ann Arbor, MI; 81332528788, Elliot Soloway, University of Michigan, Ann Arbor, MI; "
CHI,4,http://dx.doi.org/10.1145/985692.985711,Designing a compelling user interface for morphing,0,1,24,886,design; human factors; prototyping animation; user interfaces; user studies,7,"81100196786, David Vronay, Microsoft Research Asia, Beijing, P. R. China; 81547550356, Shuo Wang, Tsinghua University, Beijing, P. R. China; "
CHI,4,http://dx.doi.org/10.1145/985692.985712,Designing the whyline: a debugging interface for asking questions about program behavior,84,7,144,"1,536",alice; debugging aids,8,"81100500360, Andrew J. Ko, Carnegie Mellon University, Pittsburgh, PA; 81100013136, Brad A. Myers, Carnegie Mellon University, Pittsburgh, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985713,"Designing to support awareness: a predictive, composite model",4,6,34,"1,165",awareness; predictive model,8,"81100088014, Rachid Hourizi, University of Bath, Claverton Down, Bath, UK; 81100449440, Peter Johnson, University of Bath, Claverton Down, Bath, UK; "
CHI,4,http://dx.doi.org/10.1145/985692.985714,DiamondSpin: an extensible toolkit for around-the-table interaction,141,15,115,"1,962",design; graphical user interfaces,8,"81100343583, Chia Shen, Mitsubishi Electric Research Labs, Cambridge, MA; 81100297884, Fr&#233;d&#233;ric D. Vernier, University of Paris, Orsay, France; 81100584798, Clifton Forlines, Mitsubishi Electric Research Labs, Cambridge, MA; 81452607037, Meredith Ringel, Stanford University, Stanford, CA; "
CHI,4,http://dx.doi.org/10.1145/985692.985715,A diary study of task switching and interruptions,141,49,415,"4,188",diary study; interruptions; multitasking; task switching,8,"81100280834, Mary Czerwinski, Microsoft Research, Redmond, WA; 81100323543, Eric Horvitz, Microsoft Research, Redmond, WA; 81100288565, Susan Wilhite, Microsoft Research, Redmond, WA; "
CHI,4,http://dx.doi.org/10.1145/985692.985716,Dual ecologies of robot as communication media: thoughts on coordinating orientations and projectability,12,3,41,728,"computer conferencing, teleconferencing, and videoconferencing; groupware; human-robot interaction",8,"81100072975, Hideaki Kuzuoka, University of Tsukuba,, Tsukuba, Ibaraki, Japan; 81100620653, Keiichi Yamazaki, Saitama University, Sakura-ku, Saitama, Japan; 81100620449, Akiko Yamazaki, Future University Hakodate, Hakodate, Hokkaido, Japan; 81100105767, Jun'ichi Kosaka, University of Tsukuba, Tsukuba, Ibaraki, Japan; 81100136743, Yasuko Suga, Saitama University, Sakura-ku, Saitama, Japan; 81100164455, Christian Heath, King's College London, London, UK; "
CHI,4,http://dx.doi.org/10.1145/985692.985717,Effects of instant messaging on the management of multiple project trajectories,8,0,30,"1,409",collaborative computing; coordination mechanisms; design; empirical studies; human factors; theory,8,"81100583820, Susan R. Fussell, Carnegie Mellon University, Pittsburgh, PA; 81100476487, Sara Kiesler, Carnegie Mellon University, Pittsburgh, PA; 81100057970, Leslie D. Setlock, Carnegie Mellon University, Pittsburgh, PA; 81100126432, Peter Scupelli, Carnegie Mellon University, Pittsburgh, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985718,Energy-aware user interfaces: an evaluation of user acceptance,23,3,49,"1,548",energy saving displays; miscellaneous; power consumption and battery life,8,"81100646522, Tim Harter; 81100034167, Sander Vroegindeweij; 81100311217, Erik Geelhoed; 81312482998, Meera Manahan; 81100282144, Parthasarathy Ranganathan; "
CHI,4,http://dx.doi.org/10.1145/985692.985719,Examining the robustness of sensor-based statistical models of human interruptibility,53,6,48,"1,205",context-aware computing; managing human attention; situationally appropriate interaction; user/machine systems,8,"81100142271, James Fogarty, Carnegie Mellon University, Pittsburgh, PA; 81328488846, Scott E. Hudson, Carnegie Mellon University, Pittsburgh, PA; 81452599499, Jennifer Lai, IBM T.J. Watson Research Center, Hawthorne, NY; "
CHI,4,http://dx.doi.org/10.1145/985692.985720,Exploring PC-telephone convergence with the enhanced telephony prototype,8,3,17,"1,290",computer mediated communication; design; graphical user interfaces; synchronous interaction,8,"81100025873, JJ Cadiz, Microsoft Real-Time Collaboration, Redmond, WA; 81100299392, Attila Narin, Microsoft Real-Time Collaboration, Redmond, WA; 81100269038, Gavin Jancke, Microsoft Real-Time Collaboration, Redmond, WA; 81452611908, Anoop Gupta, Microsoft Real-Time Collaboration, Redmond, WA; 81100205383, Michael Boyle, University of Calgary, Calgary, Alberta, Canada; "
CHI,4,http://dx.doi.org/10.1145/985692.985721,"The familiar stranger: anxiety, comfort, and play in public places",80,40,327,"3,765",community; d&#233;tournement; group and organization interfaces; strangers; wearable,8,"81100513321, Eric Paulos, Intel Research, Berkeley, CA; 81350578588, Elizabeth Goodman, Intel Research, Berkeley, CA; "
CHI,4,http://dx.doi.org/10.1145/985692.985722,Fan-out: measuring human control of multiple robots,16,3,35,978,fan-out; multiple robots; user interfaces,8,"81410595121, Dan R. Olsen, Jr., Brigham Young University, Provo, UT; 81539676956, Stephen Bart Wood, Brigham Young University, Provo, UT; "
CHI,4,http://dx.doi.org/10.1145/985692.985723,Feeling bumps and holes without a haptic interface: the perception of pseudo-haptic textures,30,7,78,"1,311",bump and hole; design; evaluation/methodology; haptic i/o; human factors; input devices and strategies; pseudo-haptic; user-centered design,8,"81100289712, Anatole L&#233;cuyer, SIAMES Project, INRIA/IRISA; 81100178417, Jean-Marie Burkhardt, University of Paris 5/INRIA; 81100126583, Laurent Etienne, University of Rennes 1/IRISA; "
CHI,4,http://dx.doi.org/10.1145/985692.985724,Finding meaningful uses for context-aware technologies: the humanistic research strategy,13,6,42,"2,021",context-awareness; empowerment; human factors; research strategy; user-centered design,8,"81100333050, Antti Oulasvirta, Helsinki Institute for Information Technology, Helsinki, Finland; "
CHI,4,http://dx.doi.org/10.1145/985692.985725,Flat volume control: improving usability by hiding the volume control hierarchy in the user interface,1,2,23,830,audio; graphical user interfaces; sound; volume control,8,"81100137268, Patrick Baudisch, Microsoft, Redmond, WA; 81100291916, John Pruitt, Microsoft, Redmond, WA; 81538558256, Steve Ball, Microsoft, Redmond, WA; "
CHI,4,http://dx.doi.org/10.1145/985692.985726,Gummi: a bendable computer,66,24,177,"2,276",consumer products; flexible electronics; gui; input devices and strategies; interaction styles; screen design,8,"81100155716, Carsten Schwesig, Interaction Lab,Sony CSL, Shinagawa-ku, Tokyo, Japan; 81100593278, Ivan Poupyrev, Interaction Lab,Sony CSL, Shinagawa-ku, Tokyo, Japan; 81100500926, Eijiro Mori, Sony Design Center, Shinagawa-ku, Tokyo, Japan; "
CHI,4,http://dx.doi.org/10.1145/985692.985727,"If not now, when?: the effects of interruption at different moments within task execution",67,31,172,"2,206",affective state; design; experimentation; human factors; measurement; user-centered design,8,"81100324367, Piotr D. Adamczyk, University of Illinois at Urbana-Champaign, Champaign, IL; 81100615948, Brian P. Bailey, University of Illinois at Urbana-Champaign, Champaign, IL; "
CHI,4,http://dx.doi.org/10.1145/985692.985728,"IM here: public instant messaging on large, shared displays for workgroup interactions",27,3,62,"1,052",communications applications; group and organization interfaces; instant messaging; public displays,8,"81100080130, Elaine M. Huang, Georgia Institute of Technology, Atlanta, GA; 81100589296, Daniel M. Russell, IBM Almaden Research Center, San Jose, CA; 81100265477, Alison E. Sue, IBM Almaden Research Center, San Jose, CA; "
CHI,4,http://dx.doi.org/10.1145/985692.985729,Impact of interruption style on end-user debugging,16,3,25,693,debugging; end-user software engineering; interactive environments; languages; spreadsheets; validation,8,"81100303456, T. J. Robertson, Oregon State University, Corvallis, OR; 81100496311, Shrinu Prabhakararao, Oregon State University, Corvallis, OR; 81100337865, Margaret Burnett, Oregon State University, Corvallis, OR; 81452601376, Curtis Cook, Oregon State University, Corvallis, OR; 81100330147, Joseph R. Ruthruff, Oregon State University, Corvallis, OR; 81100022759, Laura Beckwith, Oregon State University, Corvallis, OR; 81100214428, Amit Phalgune, Oregon State University, Corvallis, OR; "
CHI,4,http://dx.doi.org/10.1145/985692.985730,Improving speech playback using time-compression and speech recognition,12,3,18,905,information retrieval; speech recognition and synthesis; voice i/o,8,"81100014051, Sunil Vemuri, MIT Media Lab, Cambridge, MA; 81100370425, Philip DeCamp, MIT Media Lab, Cambridge, MA; 81100458252, Walter Bender, MIT Media Lab, Cambridge, MA; 81100444749, Chris Schmandt, MIT Media Lab, Cambridge, MA; "
CHI,4,http://dx.doi.org/10.1145/985692.985731,I/O brush: drawing with everyday objects as ink,76,13,127,"1,946",building blocks; computer and information science education; drawing; explaining; input device; tangible user interface,8,"81100335135, Kimiko Ryokai, MIT Media Laboratory, Cambridge, MA; 81100564488, Stefan Marti, MIT Media Laboratory, Cambridge, MA; 81100363076, Hiroshi Ishii, MIT Media Laboratory, Cambridge, MA; "
CHI,4,http://dx.doi.org/10.1145/985692.985732,Isolating the effects of visual impairment: exploring the effect of AMD on the utility of multimodal feedback,5,1,33,966,age-related macular degeneration; design; human factors; multimodal feedback; universal access; visual feedback; visually impaired users,8,"81100032079, Julie A. Jacko, Georgia Institute of Technology, Atlanta, GA; 81100469717, Leon Barnard, Georgia Institute of Technology, Atlanta, GA; 81100135399, Thitima Kongnakorn, Georgia Institute of Technology, Atlanta, GA; 81100267268, Kevin P. Moloney, Georgia Institute of Technology, Atlanta, GA; 81100595586, Paula J. Edwards, Georgia Institute of Technology, Atlanta, GA; 81100522263, V. Kathlene Emery, Georgia Institute of Technology, Atlanta, GA; 81100159930, Francois Sainfort, Georgia Institute of Technology, Atlanta, GA; "
CHI,4,http://dx.doi.org/10.1145/985692.985733,Labeling images with a computer game,407,28,330,"3,249",design; human factors; knowledge acquisition; online games; world wide web,8,"81100069810, Luis von Ahn, Carnegie Mellon University, Pittsburgh, PA; 81100650586, Laura Dabbish, Carnegie Mellon University, Pittsburgh, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985734,Manipulating music: multimodal interaction for DJs,22,8,67,"1,322",audio control; disk jockey; force feedback; manual media manipulation; tangible & physical interfaces; user interfaces,8,"81100164979, Timothy Beamish, University of British Columbia; 81100608981, Karon Maclean, University of British Columbia; 81327488395, Sidney Fels, University of British Columbia; "
CHI,4,http://dx.doi.org/10.1145/985692.985735,Master usability scaling: magnitude estimation and master scaling applied to usability measurement,10,6,40,"2,265",definition; experimentation; master; scale; usability,8,"81540206056, Mick McGee, Oracle Corporation, Redwood Shores, CA; "
