"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","08","http://dx.doi.org/10.1145/1357054.1357090","Inflatable mouse: volume-adjustable mouse with air-pressure-sensitive input and haptic feedback","18 ","9","100","1,134","design; haptic i/o; input devices; input devices and strategies","14","81324491023, Seoktae Kim, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; 81452601021, Hyunjung Kim, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; 81350583269, Boram Lee, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; 81100320511, Tek-Jin Nam, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; 81100384795, Woohun Lee, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357091","MightyTrace: multiuser tracking technology on lc-displays","3 ","1","36","611","cscw; input technology; miscellaneous; tangible user interfaces","4","81350579036, Ramon Hofer, Inspire AG, ETH Zurich, Zurich, Switzerland; 81350570558, Patrick Kaplan, Technical University Munich, Munich, Germany; 81100548693, Andreas Kunz, Inspire AG, ETH Zurich, Zurich, Switzerland; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357092","Quickdraw: the impact of mobility and on-body placement on device access time","14 ","9","47","503","access time; experimentation; input devices and strategies; mobile phones; performance","4","81100147905, Daniel L. Ashbrook, Georgia Tech, Atlanta, GA, USA; 81100469379, James R. Clawson, Georgia Tech, Atlanta, GA, USA; 81100493601, Kent Lyons, Intel Research, Santa Clara, CA, USA; 81100175439, Thad E. Starner, Georgia Tech, Atlanta, GA, USA; 81100489850, Nirmal Patel, Georgia Tech, Atlanta, GA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357093","Using tags to assist near-synchronous communication","5 ","0","24","519","computer-supported cooperative work; human factors; instant messaging","4","81343495056, Gary Hsieh, Carnegie Mellon University, Pittsburgh, PA, USA; 81452599499, Jennifer Lai, IBM, Hawthorne, NY, USA; 81328488846, Scott E. Hudson, Carnegie Mellon University, Pittsburgh, PA, USA; 81328489038, Robert Kraut, Carnegie Mellon University, Pittsburgh, PA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357095","Improving meeting capture by applying television production principles with audio and motion detection","16 ","1","206","812","automated camera control; meeting capture; video","10","81100330306, Abhishek Ranjan, University of Toronto, Toronto, Canada; 81100651315, Jeremy Birnholtz, University of Toronto, Toronto, Canada and Cornell University, Ithaca, NY, USA; 81100503904, Ravin Balakrishnan, University of Toronto, Toronto, Canada; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357096","Video browsing by direct manipulation","35 ","33","345","1,453","design; graphical user interfaces; interaction styles","10","81502723138, Pierre Dragicevic, University of Toronto, Toronto, Canada; 81100092787, Gonzalo Ramos, University of Toronto, Toronto, Canada; 81350585393, Jacobo Bibliowitcz, University of Toronto, Toronto, Canada; 81319498527, Derek Nowrouzezahrai, University of Toronto, Toronto, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Toronto, Canada; 81100278455, Karan Singh; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357097","DRAGON: a direct manipulation interface for frame-accurate in-scene video navigation","17 ","16","309","1,095","algorithms; direct manipulation; human factors; interaction styles; object dragging; video","4","81310482207, Thorsten Karrer, RWTH Aachen University, Aachen, Germany; 81414605252, Malte Weiss, RWTH Aachen University, Aachen, Germany; 81100385689, Eric Lee, Apple Inc., Cupertino, CA, USA; 81100443423, Jan Borchers, RWTH Aachen University, Aachen, Germany; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357098","Handsaw: tangible exploration of volumetric data by direct cut-plane projection","4 ","15","189","794","cross-section; human factors; interior design; miscellaneous; product design; tangible user interface","4","81100186035, Leonardo Bonanni, MIT Media Laboratory, Cambridge, MA, USA; 81317490579, Jason Alonso, MIT Media Laboratory, Cambridge, MA, USA; 81414611963, Neil Chao, MIT, Cambridge, MA, USA; 81350574903, Greg Vargas, MIT, Cambridge, MA, USA; 81100363076, Hiroshi Ishii, MIT Media Laboratory, Cambridge, MA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357100","Do I live in a flood basin?: synthesizing ten thousand maps","3 ","1","52","624","gis; mashups; online maps","10","81350583748, Miguel Elias, University of Chile, Santiago, Chile; 81100614750, Jeremy Elson, Microsoft Research, Redmond, WA, USA; 81309487122, Danyel Fisher, Microsoft Research, Redmond, WA, USA; 81100070011, Jon Howell, Microsoft Research, Redmond, WA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357101","Integrating statistics and visualization: case studies of gaining clarity during exploratory data analysis","34 ","28","196","1,879","case studies; evaluation; exploratory data analysis; human factors; measurement; statistics","10","81100462318, Adam Perer, University of Maryland, College Park, MD, USA; 81100146468, Ben Shneiderman, University of Maryland, College Park, MD, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357102","Your place or mine?: visualization as a community component","18 ","4","73","927","communication; graphical user interfaces; social data analysis","10","81100064306, Catalina M. Danis, IBM, T.J. Watson Resear h Center, Yorktown Heights, NY, USA; 81100539968, Fernanda B. Viegas, IBM, T.J. Watson Resear h Center, Cambridge, MA, USA; 81100331534, Martin Wattenberg, IBM, T.J. Watson Resear h Center, Cambridge, MA, USA; 81339510798, Jesse Kriss; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357104","Escape: a target selection technique using visually-cued gestures","28 ","13","122","1,449","finger gesture; input devices and strategies; mobile device; touch screen","10","81100158260, Koji Yatani, University of Toronto, Toronto, ON, Canada; 81100558733, Kurt Partridge, Palo Alto Research Center, Inc., Palo Alto, CA, USA; 81339490239, Marshall Bern, Palo Alto Research Center, Inc., Palo Alto, CA, USA; 81406594629, Mark W. Newman, University of Michigan, Ann Arbor, MI, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357105","Rubbing and tapping for precise and rapid selection on touch-screen displays","43 ","17","111","2,153","graphical user interfaces; input devices and strategies; interaction techniques; rub-pointing; rubbing; touch screens","10","81309497296, Alex Olwal, Royal Institute of Technology (KTH), Stockholm, Sweden; 81100427474, Steven Feiner, Columbia University, New York, NY, USA; 81350585383, Susanna Heyman, Royal Institute of Technology (KTH), Stockholm, Sweden; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357106","Graffiti vs. unistrokes: an empirical comparison","11 ","6","59","695","empirical study; graffiti; performance; text entry","4","81350585002, Steven J. Castellucci, York University, Toronto, ON, Canada; 81100367406, I. Scott MacKenzie, York University, Toronto, ON, Canada; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357107","The cone and the lazy bubble: two efficient alternatives between the point cursor and the bubble cursor","3 ","2","49","613","bubble cursor; evaluation/methodology; graphical user interfaces; input devices and strategies; performance","4","81350583961, Joona Laukkanen, University of Tampere, Tampere, Finland; 81100311272, Poika Isokoski, University of Tampere, Tampere, Finland; 81100052864, Kari-Jouko R&#228;ih&#228;, University of Tampere, Tampere, Finland; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357109","A bright green perspective on sustainable choices","59 ","29","150","1,697","domestic technology; green; miscellaneous; sustainable interaction design","10","81100327302, Allison Woodruff, Intel Research, Berkeley, CA, USA; 81350568406, Jay Hasbrouck, Intel, Beaverton, OR, USA; 81350567614, Sally Augustin; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357110","Breaking the disposable technology paradigm: opportunities for sustainable interaction design for mobile phones","35 ","37","203","1,682","design; e-waste; mobile phones; sustainability","10","81100080130, Elaine M. Huang, RWTH Aachen University, Motorola Labs, Schaumburg, IL, USA; 81339532748, Khai N. Truong, University of Toronto, Toronto, ON, Canada; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357111","Sustainable millennials: attitudes towards sustainability and the material effects of interactive technologies","22 ","27","209","1,506","consumer products; design; markets; sid; sustainable interaction design","10","81350575877, Kristin Hanks, Indiana University at Bloomington, Bloomington, IN, USA; 81350582655, William Odom, Indiana University at Bloomington, Bloomington, IN, USA; 81339524704, David Roedl, Indiana University at Bloomington, Bloomington, IN, USA; 81100365314, Eli Blevis, Indiana University at Bloomington, Bloomington, IN, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357113","Children attribute moral standing to a personified agent","3 ","1","29","506","children; experimentation; personified software agent; user-centered design; value sensitive design","10","81100563869, Nathan G. Freier, Rensselaer Polytechnic Institute, Troy, NY, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357114","Mischief: supporting remote teaching in developing regions","22 ","11","67","661","children; cscw; human factors; input devices and strategies","10","81100082877, Neema Moraveji, Microsoft Research Asia, Beijing, China; 81350574848, Taemie Kim, Microsoft Research Asia, Beijing, China; 81350569102, James Ge, Microsoft Research Asia, Beijing, China; 81314484899, Udai Singh Pawar, Microsoft Research India, Bangalore, India; 81350583844, Kathleen Mulcahy, Microsoft Corp., Redmond, WA, USA; 81100519232, Kori Inkpen, Microsoft Research, Redmond, WA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357115","Playful toothbrush: ubicomp technology for teaching tooth brushing to kindergarten children","16 ","15","119","1,068","children; occupational therapy; tooth brushing.; user interfaces","10","81350574854, Yu-Chen Chang, National Taiwan University, Taipei, Taiwan Roc; 81384604365, Jin-Ling Lo, National Taiwan University, Taipei, Taiwan Roc; 81350582714, Chao-Ju Huang, National Taiwan University, Taipei, Taiwan Roc; 81350579621, Nan-Yi Hsu, National Taiwan University, Taipei, Taiwan Roc; 81100141352, Hao-Hua Chu, National Taiwan University, Taipei, Taiwan Roc; 81350581054, Hsin-Yen Wang, National Taiwan University, Taipei, Taiwan Roc; 81416596840, Pei-Yu Chi, National Taiwan University, Taipei, Taiwan Roc; 81350577632, Ya-Lin Hsieh, National Taiwan University, Taipei, Taiwan Roc; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357117","Collaborative editing for improved usefulness and usability of transcript-enhanced webcasts","4 ","4","48","640","automatic speech recognition; experimentation; human factors; navigational tools; user interfaces; wiki","10","81100559377, Cosmin Munteanu, University of Toronto, Toronto, ON, Canada; 81100448368, Ron Baecker, University of Toronto, Toronto, ON, Canada; 81100263138, Gerald Penn, University of Toronto, Toronto, ON, Canada; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357118","Collaborative interaction with volumetric displays","8 ","9","74","1,060","collaborative interaction; human factors; volumetric displays","10","81100477897, Tovi Grossman, University of Toronto, Toronto, ON, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Toronto, ON, Canada; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357119","Multimodal collaborative handwriting training for visually-impaired people","12 ","9","95","949","haptic i/o; human factors; signature training","10","81100596526, Beryl Plimmer, University of Auckland, Auckland, New Zealand; 81100494227, Andrew Crossan, University of Glasgow, Glasgow, United Kingdom; 81100359199, Stephen A. Brewster, University of Glasgow, Glasgow, United Kingdom; 81350585590, Rachel Blagojevic, University of Auckland, Auckland, New Zealand; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357121","ArtLinks: fostering social awareness and reflection in museums","12 ","8","75","798","design; miscellaneous; reflective design; spiritual computing","10","81100288358, Dan Cosley, Cornell University, Ithaca, NY, USA; 81351604046, Joel Lewenstein, Cornell University, Ithaca, NY, USA; 81100574194, Andrew Herman, Cornell University, Ithaca, NY, USA; 81350574327, Jenna Holloway, Cornell University, Ithaca, NY, USA; 81545068356, Jonathan Baxter, Cornell University, Ithaca, NY, USA; 81342505963, Saeko Nomura, Cornell University, Ithaca, NY, USA; 81100556191, Kirsten Boehner, Cornell University, Ithaca, NY, USA; 81367597457, Geri Gay, Cornell University, Ithaca, NY, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357122","K-sketch: a 'kinetic' sketch pad for novice animators","20 ","11","118","831","animation; experimentation; human factors; pen-based user interfaces","10","81416597118, Richard C. Davis, University of California, Berkeley, Berkeley, CA, USA; 81350574651, Brien Colwell, University of Washington, Seattle, WA, USA; 81100103519, James A. Landay, University of Washington, Seattle, WA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357123","The LilyPad Arduino: using computational textiles to investigate engagement, aesthetics, and diversity in computer science education","61 ","36","289","1,554","computational textiles; design; electronic textiles; general; lilypad arduino; smart textiles","10","81309510031, Leah Buechley, University of Colorado at Boulder, Boulder, CO, USA; 81322492935, Mike Eisenberg, University of Colorado at Boulder, Boulder, CO, USA; 81350583733, Jaime Catchen, University of Colorado at Boulder, Boulder, CO, USA; 81350585636, Ali Crockett, University of Colorado at Boulder, Boulder, CO, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357125","A diary study of mobile information needs","82 ","30","347","2,529","diary study; miscellaneous; user requirements","10","81317500764, Timothy Sohn, University of California at San Diego, La Jolla, CA, USA; 81350578803, Kevin A. Li, University of California at San Diego, La Jolla, CA, USA; 81100428731, William G. Griswold, University of California at San Diego, La Jolla, CA, USA; 81332504463, James D. Hollan, University of California at San Diego, La Jolla, CA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357126","Tracking real-time user experience (TRUE): a comprehensive instrumentation solution for complex systems","42 ","17","171","1,545","human factors; miscellaneous; usability","10","81406599693, Jun H. Kim, Microsoft Game Studios, Redmond, WA, USA; 81350574120, Daniel V. Gunn, Microsoft Game Studios, Redmond, WA, USA; 81350586532, Eric Schuh, Microsoft Game Studios, Redmond, WA, USA; 81100520078, Bruce Phillips, Microsoft Game Studios, Redmond, WA, USA; 81100219516, Randy J. Pagulayan, Microsoft Game Studios, Redmond, WA, USA; 81100285993, Dennis Wixon, Microsoft Game Studios, Redmond, WA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357127","Crowdsourcing user studies with Mechanical Turk","235 ","172","1,250","5,207","evaluation/methodology; human factors; mechanical turk; remote user study; wikipedia","4","81350583094, Aniket Kittur, PARC, Palo Alto, CA, USA; 81100330316, Ed H. Chi, PARC, Palo Alto, CA, USA; 81100623883, Bongwon Suh, PARC, Palo Alto, CA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357129","Aligning temporal data by sentinel events: discovering patterns in electronic health records","27 ","13","170","1,321","electronic health record; human factors; search; uncertainty","10","81350582074, Taowei David Wang, University of Maryland, College Park, MD, USA; 81100041782, Catherine Plaisant, University of Maryland, College Park, MD, USA; 81350575817, Alexander J. Quinn, University of Maryland, College Park, MD, USA; 81350584359, Roman Stanchak, University of Maryland, College Park, MD, USA; 81541967756, Shawn Murphy, Massachusetts General Hospital, Boston, MA, USA; 81100146468, Ben Shneiderman, University of Maryland, College Park, MD, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357130","Celebratory technology: new directions for food research in HCI","41 ","19","161","1,425","cooking; eating; human factors; smart homes","10","81100507646, Andrea Grimes, Microsoft Research, Cambridge, United Kingdom; 81452613064, Richard Harper; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357131","MAHI: investigation of social scaffolding for reflective thinking in diabetes management","58 ","8","133","988","chronic disease management; design; human factors; ubiquitous computing","10","81100538787, Lena Mamykina, Siemens Corporate Research Inc., Princeton, NJ, USA; 81100331104, Elizabeth Mynatt, Georgia Institute of Technology, Atlanta, GA, USA; 81350573589, Patricia Davidson; 81538279656, Daniel Greenblatt; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357133","Accountabilities of presence: reframing location-based systems","22 ","6","66","948","body; human factors; location; mobility; privacy; time","10","81350586371, Emily Troshynski, University of California, Irvine, Irvine, CA, USA; 81320491691, Charlotte Lee, University of California, Irvine, Irvine, CA, USA; 81100521529, Paul Dourish, University of California, Irvine, Irvine, CA, USA; "
"CHI","08","http://dx.doi.org/10.1145/1357054.1357134","From awareness to repartee: sharing location within social groups","64 ","17","165","1,782","human factors; miscellaneous; user studies","10","81331488921, Louise Barkhuus, University of California, San Diego, La Jolla, CA, USA; 81100013375, Barry Brown, University of California, San Diego, La Jolla, CA, USA; 81100405925, Marek Bell, University of Glasgow, Glasgow, United Kingdom; 81100522350, Scott Sherwood, University of Glasgow, Glasgow, United Kingdom; 81100012107, Malcolm Hall, University of Glasgow, Glasgow, United Kingdom; 81100086432, Matthew Chalmers, University of Glasgow, Glasgow, United Kingdom; "
