81100143427, Andy Crabtree,Where on-line meets on the streets: experiences with mobile mixed reality games|Orchestrating a mixed reality game 'on the ground'
81100223814, Ivan Vaghi,Revealing delay in collaborative environments
81100489952, E. W. Looney,Twiddler typing: one-handed chording text entry for mobile phones
81100469781, Neal Lesh,Investigating human-computer optimization
81100325648, Amy Hurst,Sotto voce: exploring the interplay of conversation and mobile audio spaces
81100299516, James Pitkow,Using information scent to model user information needs and actions and the Web
81100606762, Daniel Wigdor,A comparison of consecutive and concurrent input text entry techniques for mobile phones
81548022688, Jie Yang,"Predicting human interruptibility with sensors: a Wizard of Oz feasibility study|Effects of task properties, partner actions, and message content on eye gaze patterns in a collaborative task"
81100333050, Antti Oulasvirta,Finding meaningful uses for context-aware technologies: the humanistic research strategy|Interaction in 4-second bursts: the fragmented nature of attentional resources in mobile HCI
81100442250, Christopher Hibbeln,HutchWorld: clinical study of computer-mediated social support for cancer patients and their caregivers
81100542016, Jim Purbrick,"Exploiting interactivity, influence, space and time to explore non-linear drama in virtual worlds"
81320490798, Ruud Janssen,Documents at Hand: Learning from Paper to Improve Digital Technologies
81338491410, Eric Wilcox,One-hundred days in an activity-centric collaboration environment based on shared objects|Patterns of media use in an activity-centric collaborative environment
81543129856, Brian Richards,Participatory design of an orientation aid for amnesics
81100009780, Jun Gong,Alphabetically constrained keypad designs for text entry on mobile devices
81100526497, Sarah Craighill,Digital family portraits: supporting peace of mind for extended family members
81100496311, Shrinu Prabhakararao,Impact of interruption style on end-user debugging
81100244379, Wai-Tat Fu,Ignoring perfect knowledge in-the-world for imperfect knowledge in-the-head
81100164979, Timothy Beamish,Manipulating music: multimodal interaction for DJs
81100643688, Dennis Benigno,Improving the performance of the cyberlink mental interface with &ldquo;yes / no program&rdquo;
81392593767, Ishwinder Kaur,"A comparison of LSA, wordNet and PMI-IR for predicting user click behavior"
81100269378, Thomas A. Finholt,"Introducing instant messaging and chat in the workplace|Grounding needs: achieving common ground via lightweight chat in large, distributed, ad-hoc groups"
81100250252, Eva Jettmar,Adaptive testing: effects on user performance
81100510429, Matt Notowidigdo,Folk computing: revisiting oral tradition as a scaffold for co-present communities
81100475948, Kevin Li,Faceted metadata for image search and browsing
81452611908, Anoop Gupta,Robust annotation positioning in digital documents|Automating camera management for lecture room environments|Viewing meeting captured by an omni-directional camera|Linking public spaces: technical and social issues|Notification for shared annotation of digital documents|Videography for telepresentations|Exploring PC-telephone convergence with the enhanced telephony prototype
81100165082, Helen Neale,Classroom collaboration in the design of tangible interfaces for storytelling
81100009981, Li Gong,"Shall we mix synthetic speech and human speech?: impact on users' performance, perception, and attitude"
81100413045, Rachel Coulston,Individual differences in multimodal integration patterns: what are they and why do they exist?
81100659202, Cliff Randell,Lessons from the lighthouse: collaboration in a shared mixed reality system
81100584026, Loucas Louca,The syntax or the story behind it?: a usability study of student work with computer-based programming environments in elementary science
81100014484, Antonietta Grasso,Diffusing information in organizational settings: learning from experience
81100161409, Steven A. Wolfman,A study of digital ink in lecture presentation
81100589917, Mark Rouncefield,Applying patterns of cooperative interaction to work (re)design: e-government and planning
81100503904, Ravin Balakrishnan,Acquisition of expanding targets|Creating principal 3D curves with digital tape drawing|An interface for creating and manipulating curves using a high degree-of-freedom curve input device|A comparison of consecutive and concurrent input text entry techniques for mobile phones|Pointing at trivariate targets in 3D environments|Pressure widgets|A suggestive interface for image guided 3D sketching|The bubble cursor: enhancing target acquisition by dynamic resizing of the cursor's activation area|The vacuum: facilitating the manipulation of distant objects
81100364954, Claudio Pinhanez,A study on the manipulation of 2D objects in a projector/camera-based augmented reality environment
81100623883, Bongwon Suh,Popout prism: adding perceptual principles to overview+detail document interfaces
81336492537, Jennifer L. Schwartz,Strategy hubs: next-generation domain portals with search procedures
81100605090, Michael McGuffin,Acquisition of expanding targets
81436593472, Ryan Shaun Baker,"Off-task behavior in the cognitive tutor classroom: when students ""game the system"""
81100329599, Yuichi Itoh,Cognitive cubes: a tangible user interface for cognitive assessment
81100448030, Istvan Albert,Is seeing believing?: how recommender system interfaces affect users' opinions
81100543332, Werner Geyer,One-hundred days in an activity-centric collaboration environment based on shared objects|Patterns of media use in an activity-centric collaborative environment
81100107326, Kim Chen,Using information scent to model user information needs and actions and the Web
81100147309, Amy Voida,When conventions collide: the tensions of instant messaging attributed|Six themes of the communicative appropriation of photographic images|Listening in: practices surrounding iTunes music sharing
81100191442, Lynne Coventry,Usability and biometric verification at the ATM interface
81100163569, Stephen Hughes,Robotic camera control for remote exploration
81100023369, Laura Pelton,Supporting efficient development of cognitive models at multiple skill levels: exploring recent advances in constraint-based modeling
81100048363, Michael Matessa,Automating CPM-GOMS
81100457566, Marina U. Bers,Identity construction environments: supporting a virtual therapeutic community of pediatric patients undergoing dialysis
81100650586, Laura Dabbish,Labeling images with a computer game|Understanding email use: predicting action on a message
81100323311, Yutaka Yamauchi,Information use of service technicians in difficult cases
81100235288, Karyn Moffatt,The participatory design of a sound and image enhanced daily planner for people with aphasia|A visual recipe book for persons with language impairments
81100327302, Allison Woodruff,Using thumbnails to search the Web|Popout prism: adding perceptual principles to overview+detail document interfaces|Sotto voce: exploring the interplay of conversation and mobile audio spaces|The mad hatter's cocktail party: a social mobile audio space supporting multiple simultaneous conversations|Making space for stories: ambiguity in the design of personal communication systems
81100443285, Virpi Roto,Navigating in a mobile XHTML application|Interaction in 4-second bursts: the fragmented nature of attentional resources in mobile HCI
81100615391, Mel Slater,The impact of eye gaze on communication using humanoid avatars|The impact of avatar realism and eye gaze control on perceived quality of communication in a shared immersive virtual environment
81100336339, Christopher Atkeson,Predicting human interruptibility with sensors: a Wizard of Oz feasibility study
81100188366, Konstantine Prevas,Predictive human performance modeling made easy
81100373505, Edward Felten,Cookies and Web browser design: toward realizing informed consent online
81100500360, Andrew J. Ko,Designing the whyline: a debugging interface for asking questions about program behavior|Examining task engagement in sensor-based statistical models of human interruptibility
81100347821, Tom Rodden,The augurscope: a mixed reality interface for outdoors|The evolution of buildings and implications for the design of ubiquitous domestic environments|Designing novel interactional workspaces to support face to face consultations|Orchestrating a mixed reality game 'on the ground'
81100181796, Nahid Shahmehri,An empirical study of human Web assistants: implications for user support in Web information systems
81100197069, Saul Greenberg,The notification collage: posting information to public and personal displays
81100080130, Elaine M. Huang,"Semi-public displays for small, co-located groups|IM here: public instant messaging on large, shared displays for workgroup interactions"
81100360895, Timothy Bickmore,Relational agents: a model and implementation of building user trust
81328491196, Mark Zuber,Distract-R: rapid prototyping and evaluation of in-vehicle interfaces
81100301891, Kushal Dave,Studying cooperation and conflict between authors with <i>history flow</i> visualizations
81100364989, Scott R. Klemmer,Where do web sites come from?: capturing and interacting with design history|Books with voices: paper transcripts as a physical interface to oral histories|Two worlds apart: bridging the gap between physical and virtual media for distributed design collaboration|Papier-Mache: toolkit support for tangible input
81371591530, Richard J. Anderson,A study of digital ink in lecture presentation
81100356745, Ron Logan,WaveLens: a new view onto Internet search results
81100272682, Andrew Wallace,Tuning and testing scrolling interfaces that automatically zoom
81100225915, Paul Resnick,Slash(dot) and burn: distributed moderation in a large online conversation space
81100311217, Erik Geelhoed,Energy-aware user interfaces: an evaluation of user acceptance
81100377785, Tony Pridmore,Classroom collaboration in the design of tangible interfaces for storytelling
81100017972, Ernesto Arroyo,Waterbot: exploring feedback and persuasive techniques at the sink
81100330147, Joseph R. Ruthruff,Impact of interruption style on end-user debugging
81410591776, Yasuhiro Yamamoto,Variation in element and action: supporting simultaneous development of alternative solutions
81100059950, Bernhard Suhm,A comparative study of speech in the call center: natural language call routing vs. touch-tone menus
81100297942, Beth Brownholtz,One-hundred days in an activity-centric collaboration environment based on shared objects|Patterns of media use in an activity-centric collaborative environment
81100655637, Richard Boardman,"""Stuff goes into the computer and doesn't come out"": a cross-tool study of personal information management"
81100168552, Brynley S. Zorich,Older adults and visual impairment: what do exposure times and accuracy tell us about performance gains associated with multimodal feedback?
81100334243, Jennifer Thom-Santelli,Deception and design: the impact of communication technology on lying behavior
81100499551, Morgan Ames,Heuristic evaluation of ambient displays
81100275460, Moin Rahman,Building a human factors &ldquo;knowledge shelf&rdquo; as a collaborative information tool for designers
81332517372, Michael J. Muller,Layered participatory analysis: new developments in the CARD technique|Design as a minority discipline in a software company: toward requirements for a community of practice|One-hundred days in an activity-centric collaboration environment based on shared objects|Patterns of media use in an activity-centric collaborative environment
81100385764, Elaine J. Lee,Reaching movements to augmented and graphic objects in virtual environments
81100537816, Joshua D. Hoffman,Collision warning design to mitigate driver distraction
81350580013, Yang Li,Experimental analysis of mode switching techniques in pen-based user interfaces
81100181833, R. William Soukoreff,"Metrics for text entry research: an evaluation of MSD and KSPC, and a new unified error metric"
81100174065, Frederick A. Peck,Strategy hubs: next-generation domain portals with search procedures
81100476487, Sara Kiesler,Predicting human interruptibility with sensors: a Wizard of Oz feasibility study|Effects of instant messaging on the management of multiple project trajectories|How oversight improves member-maintained communities|Calling while driving: effects of providing remote traffic context|Understanding email use: predicting action on a message
81100086599, David R. Millen,One-hundred days in an activity-centric collaboration environment based on shared objects|Persistence matters: making the most of chat in tightly-coupled work|Patterns of media use in an activity-centric collaborative environment
81100478323, Jeremy Frey,Breaking the book: translating the chemistry lab book into a pervasive computing lab environment
81100037866, Marilyn Hughes Blackmon,"Cognitive walkthrough for the web|Repairing usability problems identified by the cognitive walkthrough for the web|Tool for accurately predicting website navigation problems, non-problems, problem severity, and effectiveness of repairs"
81100228688, Stuart Reeves,Designing the spectator experience
81100263935, Allison D'Amour,Physical programming: designing tools for children to create physical interactive environments
81100177145, Tim Muss,Quantitative analysis of scrolling techniques
81100564883, Frederick Reif,Beyond command knowledge: identifying and teaching strategic knowledge for using complex computer applications
81540376156, Celia Chow,The bloodhound project: automating discovery of web usability issues using the InfoScent&#960; simulator
81100077378, Marc A. Smith,Visualization components for persistent conversations|Observed behavior and perceived value of authors in usenet newsgroups: bridging the gap|Assessing differential usage of usenet social accounting meta-data
81100256486, David Margrave,How to make secure email easier to use
81100302046, Simon Bee,The impact of eye gaze on communication using humanoid avatars
81100344146, Masanori Sugimoto,<i>Caretta</i>: a system for supporting face-to-face collaboration by integrating personal and shared spaces
81100499212, Leila A. Takayama,Ubiquitous computing for firefighters: field studies and prototypes of large displays for incident command
81100653291, M. A. Diftler,Telepresence control of the NASA/DARPA robonaut on a mobility platform
81100643154, Sachi Mizobuchi,Tapping vs. circling selections on pen-based devices: evidence for different performance-shaping factors
81405592014, John C. Tang,ConNexus to awarenex: extending awareness to mobile users
81537370456, Terry R. Payne,Breaking the book: translating the chemistry lab book into a pervasive computing lab environment
81452616426, Bill Buxton,Creating principal 3D curves with digital tape drawing
81100069190, Steve Sutphen,Cognitive cubes: a tangible user interface for cognitive assessment
81100521529, Paul Dourish,"Unpacking ""privacy"" for a networked world|Social and temporal structures in everyday collaboration"
81100449044, Graham Johnson,Usability and biometric verification at the ATM interface
81100210119, Simon Goumaz,Learning user interest for image browsing on small-form-factor devices
81539945456, Kimberly Tee,A visual recipe book for persons with language impairments
81100359199, Stephen Brewster,Gestural and audio metaphors as a means of control for mobile devices|Multimodal 'eyes-free' interaction techniques for wearable devices
81100424672, Melanie Tory,Combining 2D and 3D views for orientation and relative position tasks
81100273942, Yoshifumi Kitamura,Cognitive cubes: a tangible user interface for cognitive assessment|Things happening in the brain while humans learn to use new tools
81100210197, Mark Handel,Introducing instant messaging and chat in the workplace
81100136743, Yasuko Suga,Dual ecologies of robot as communication media: thoughts on coordinating orientations and projectability
81100279599, Gloria Mark,"""Constant, constant, multi-tasking craziness"": managing multiple working spheres|No task left behind?: examining the nature of fragmented work"
81100051919, P. John Clarkson,Multiple haptic targets for motion-impaired computer users
81100638532, Adam Drozd,"Exploiting interactivity, influence, space and time to explore non-linear drama in virtual worlds|Orchestrating a mixed reality game 'on the ground'|Life on the edge: supporting collaboration in location-based experiences"
81100337865, Margaret Burnett,Harnessing curiosity to increase correctness in end-user programming|Impact of interruption style on end-user debugging|Effectiveness of end-user debugging software features: are there gender issues?
81100347361, Kerry Rodden,Does organisation by similarity assist image browsing?|How do people manage their digital photographs?
81339531194, Veikko Surakka,Emotions and heart rate while sitting on a chair
81100405791, Karen Syrjala,HutchWorld: clinical study of computer-mediated social support for cancer patients and their caregivers
81100271605, Eric Tse,Livenotes: a system for cooperative and augmented note-taking in lectures
81100325769, Arthur E. Kirkpatrick,Combining 2D and 3D views for orientation and relative position tasks
81452615958, Kent O'Hara,Social coordination around a situated display appliance
81547550356, Shuo Wang,Designing a compelling user interface for morphing
81100402556, Michael Freed,Automating CPM-GOMS
81100057970, Leslie D. Setlock,Effects of head-mounted and scene-oriented video systems on remote collaboration on physical tasks|Effects of instant messaging on the management of multiple project trajectories
81100264872, Tu Tran,Is your web page accessible?: a comparative study of methods for assessing web page accessibility for the blind
81384603768, Jenni Anttonen,Emotions and heart rate while sitting on a chair
81100374934, Irene Tollinger,Supporting efficient development of cognitive models at multiple skill levels: exploring recent advances in constraint-based modeling
81385592906, James Begole,ConNexus to awarenex: extending awareness to mobile users
81100581975, Marcus Bunyan,Mediating intimacy: designing technologies to support strong-tie relationships
81100305183, Colin Potts,Privacy policies as decision-making tools: an evaluation of online privacy notices
81100632992, Nigel Ward,"Responding to subtle, fleeting changes in the user's internal state"
81100343583, Chia Shen,DiamondSpin: an extensible toolkit for around-the-table interaction
81100030964, Peter Tolmie,Unremarkable computing
81100531718, Daniel Wilson,The mad hatter's cocktail party: a social mobile audio space supporting multiple simultaneous conversations
81100498912, Rishi Bhatnagar,Interacting at a distance: measuring the performance of laser pointers and other devices
81100117380, Peter Schr&#246,Surface drawing: creating organic 3D shapes with the hand and tangible tools
81100149852, Philip R. Cohen,"Comparing paper and tangible, multimodal tools"
81100339687, Jyoti Paul,What makes Web sites credible?: a report on a large quantitative study
81100400779, Wayne D. Gray,Ignoring perfect knowledge in-the-world for imperfect knowledge in-the-head
81100137268, Patrick Baudisch,"Keeping things in context: a comparative evaluation of focus plus context screens, overviews, and zooming|Halo: a technique for visualizing off-screen objects|Flat volume control: improving usability by hiding the volume control hierarchy in the user interface|Multiblending: displaying overlapping windows simultaneously without the drawbacks of alpha blending|Snap-and-go: helping users align objects without the modality of traditional snapping|Design and analysis of delimiters for selection-action pen gesture phrases in scriboli|Summary thumbnails: readable overviews for small screen web browsers"
81100219062, Xiaoqing Wang,Assessing differential usage of usenet social accounting meta-data
81100096770, Atsushi Fukayama,Messages embedded in gaze of interface agents --- impression management with agent's gaze
81542414456, Daniel Hsu,a CAPpella: programming by demonstration of context-aware applications
81100067252, Andrew Faulring,Using thumbnails to search the Web
81100458316, Thompson Ritchie,Deception and design: the impact of communication technology on lying behavior
81100610626, Leysia Palen,"Unpacking ""privacy"" for a networked world"
81311483103, m. c. schraefel,Breaking the book: translating the chemistry lab book into a pervasive computing lab environment
81100100427, Gerd Andersson,Sense and sensibility: evaluation and interactive art
81100289712, Anatole Lcuyer,Feeling bumps and holes without a haptic interface: the perception of pseudo-haptic textures
81100596912, Garth B. D. Shoemaker,Single display privacyware: augmenting public displays with private information
81100451083, C. W. Johnson,"Applying the lessons of the attack on the world trade center, 11th September 2001, to the design and use of interactive evacuation simulations"
81100492013, Jodi Forlizzi,Predicting human interruptibility with sensors: a Wizard of Oz feasibility study|The kinedit system: affective messages using dynamic texts|Studying the effectiveness of MOVE: a contextually optimized in-vehicle navigation system
81100022967, John Rondoni,Acquiring in situ training data for context-aware ubiquitous computing applications
81100449901, Yoshihisa Yamaguchi,Things happening in the brain while humans learn to use new tools
81100485151, Sameer Patil,Who gets to know what when: configuring privacy permissions in an awareness application
81100582390, Faustina Hwang,Multiple haptic targets for motion-impaired computer users
81100323543, Eric Horvitz,A diary study of task switching and interruptions
81406595842, Wei Huang,A social proxy for distributed tasks: design and evaluation of a working prototype
81328488487, Rebecca E. Grinter,Making sense of sensing systems: five questions for designers and researchers|Sotto voce: exploring the interplay of conversation and mobile audio spaces|Wan2tlk?: everyday text messaging|Listening in: practices surrounding iTunes music sharing
81100086432, Matthew Chalmers,Lessons from the lighthouse: collaboration in a shared mixed reality system
81100210715, Joel S. Greenstein,Use of eye movements as feedforward training for a synthetic aircraft inspection task
81100265477, Alison Sue,"Movement model, hits distribution and learning in virtual keyboarding|IM here: public instant messaging on large, shared displays for workgroup interactions"
81100187010, David Bargeron,Robust annotation positioning in digital documents|Notification for shared annotation of digital documents|Reflowing digital ink annotations
81100554724, Owain Jones,Children and emerging wireless technologies: investigating the potential for spatial practice
81100369055, Anna Cavender,EyeDraw: enabling children with severe motor impairments to draw with their eyes
81100435652, Daniel G. Bobrow,Information use of service technicians in difficult cases|What a to-do: studies of task management towards the design of a personal task list manager
81100280834, Mary Czerwinski,Exploring 3D navigation: combining speed-coupled flying with orbiting|Women take a wider view|Polyarchy visualization: visualizing multiple intersecting hierarchies|Women go with the (optical) flow|A diary study of task switching and interruptions|Visualization of mappings between schemas|Designing human friendly human interaction proofs (HIPs)
81100564488, Stefan Marti,I/O brush: drawing with everyday objects as ink
81100017207, Mark S. Ackerman,The perfect search engine is not enough: a study of orienteering behavior in directed search
81414617247, Janak Bhalodia,ConNexus to awarenex: extending awareness to mobile users
81100450870, Allison Farber,Physical programming: designing tools for children to create physical interactive environments
81100231799, Laurel Swan,Artful systems in the home
81100624565, Michael Thomsen,Where do web sites come from?: capturing and interacting with design history|A visual language for sketching large and complex interactive designs
81100626173, Asta Glatzer,SmartSkip: consumer level browsing and skipping of digital video content
81100178417, Jean-Marie Burkhardt,Feeling bumps and holes without a haptic interface: the perception of pseudo-haptic textures
81100219909, Alonso Vera,Automating CPM-GOMS|A constraint satisfaction approach to predicting skilled interactive cognition|Supporting efficient development of cognitive models at multiple skill levels: exploring recent advances in constraint-based modeling
81100309669, Abigail J. Sellen,How knowledge workers use the web
81100013114, Brian Knep,Folk computing: revisiting oral tradition as a scaffold for co-present communities
81100308969, Hector Garcia-Molina,Accordion summarization for end-game browsing on PDAs and cellular phones
81100457553, Josh Bers,A comparative study of speech in the call center: natural language call routing vs. touch-tone menus
81100194297, Alasdair King,Design and user evaluation of a joystick-operated full-screen magnifier
81100093188, Aaron Drew,Twiddler typing: one-handed chording text entry for mobile phones
81100465553, Jeffrey Heer,Separating the swarm: categorization methods for user sessions on the web|Presiding over accidents: system direction of human action|prefuse: a toolkit for interactive information visualization
81100415845, David Ahlstrm,"Modeling and improving selection in cascading pull-down menus using Fitts' law, the steering law and force fields"
81100252735, Peter Pirolli,Using thumbnails to search the Web|Using information scent to model user information needs and actions and the Web|Information scent as a driver of Web behavior graphs: results of a protocol analysis method for Web usability|Visual information foraging in a focus + context visualization
81100595029, Jenea Boshart,Information scent as a driver of Web behavior graphs: results of a protocol analysis method for Web usability
81100338676, Jennifer Hagman,Hardware companions?: what online AIBO discussion forums reveal about the human-robotic relationship
81409598196, Tina S. Kim,Understanding the micronote lifecycle: improving mobile support for informal note taking
81100009538, Stephen S. Intille,Acquiring in situ training data for context-aware ubiquitous computing applications|Using context-aware computing to reduce the perceived burden of interruptions from mobile devices
81100254452, David Kieras,Towards demystification of direct manipulation: cognitive modeling charts the gulf of execution|Computational GOMS modeling of a complex team task: lessons learned
81100522024, Bichakjian K. Christopher,Strategy hubs: next-generation domain portals with search procedures
81547611256, Kate L. Shaw,How knowledge workers use the web
81100039671, Larry Stead,"SCANMail: a voicemail interface that makes speech browsable, readable and searchable"
81430615966, Keri Facer,Life on the edge: supporting collaboration in location-based experiences
81452599499, Jennifer Lai,On the road and on the Web?: comprehension of synthetic and human speech while driving|Examining the robustness of sensor-based statistical models of human interruptibility|Who gets to know what when: configuring privacy permissions in an awareness application
81100567382, Victor Kaptelinin,UMEA: translating interaction histories into project contexts
81100573160, John Stasko,Mobile computing in the retail arena
81100071523, Dan Frankowski,Think different: increasing online community participation using uniqueness and group dissimilarity|How oversight improves member-maintained communities
81100142271, James Fogarty,Predicting human interruptibility with sensors: a Wizard of Oz feasibility study|Examining the robustness of sensor-based statistical models of human interruptibility|Examining task engagement in sensor-based statistical models of human interruptibility
81100104436, Helen Nissenbaum,Values at play: design tradeoffs in socially-oriented game design
81100149095, Orion Granatir,Harnessing curiosity to increase correctness in end-user programming
81100423179, Julie Morrsion,Using thumbnails to search the Web|Information scent as a driver of Web behavior graphs: results of a protocol analysis method for Web usability
81100613506, Victor M. Gonzalez,"""Constant, constant, multi-tasking craziness"": managing multiple working spheres|No task left behind?: examining the nature of fragmented work"
81100592584, Elizabeth Hayes,Collision warning design to mitigate driver distraction
81100550016, Brian D. Fisher,"Mouse and touchscreen selection in the upper and lower visual fields|Comparing cursor orientations for mouse, pointer, and pen interaction"
81100323196, Barbara Purves,The participatory design of a sound and image enhanced daily planner for people with aphasia|A visual recipe book for persons with language impairments
81100134501, Susan Dumais,Optimizing search by showing results in context|WaveLens: a new view onto Internet search results
81100007762, Michiaki Yasumura,Tapping vs. circling selections on pen-based devices: evidence for different performance-shaping factors
81100130120, Andreas Paepcke,Accordion summarization for end-game browsing on PDAs and cellular phones
81100159425, Kat S. Park,"StudioBRIDGE: using group, location, and event information to bridge online and offline encounters for co-located learning groups"
81100586721, Scott Lederer,Heuristic evaluation of ambient displays
81100252594, Gregg Rothermel,Harnessing curiosity to increase correctness in end-user programming
81100170435, Donald E. Parker,An &ldquo;independent visual background&rdquo; reduced balance disturbance envoked by visual scene motion: implication for alleviating simulator sickness
81410592346, Hao Liu,Learning user interest for image browsing on small-form-factor devices
81100544371, Stacey D. Scott,Investigating human-computer optimization|Fluid integration of rotation and translation
81100355462, Vinoba Vinayagamoorthy,The impact of avatar realism and eye gaze control on perceived quality of communication in a shared immersive virtual environment
81100396031, Adam Eversole,Snap-and-go: helping users align objects without the modality of traditional snapping
81100349341, Sue Cobb,Classroom collaboration in the design of tangible interfaces for storytelling
81335497253, Karan Singh,An interface for creating and manipulating curves using a high degree-of-freedom curve input device|A suggestive interface for image guided 3D sketching
81471640432, James Lin,A visual language for sketching large and complex interactive designs|Papier-Mache: toolkit support for tangible input|Virtual guiding avatar: an effective procedure to reduce simulator sickness in virtual environments
81100585120, George Fitzmaurice,Creating principal 3D curves with digital tape drawing|Spotlight: directing users' attention on large displays
81100170154, Kellogg Booth,"GeneyTM: designing a collaborative activity for the palmTM handheld computer|An evaluation of a multiple interface design solution for bloated software|Mouse and touchscreen selection in the upper and lower visual fields|Comparing cursor orientations for mouse, pointer, and pen interaction"
81430599887, Daniel Glaser,Livenotes: a system for cooperative and augmented note-taking in lectures
81311485174, Duncan Rowland,Life on the edge: supporting collaboration in location-based experiences
81100224964, Sonja Pedell,Mediating intimacy: designing technologies to support strong-tie relationships
81328488680, David Holman,Paper windows: interaction techniques for digital paper
81100255813, David Getty,A comparative study of speech in the call center: natural language call routing vs. touch-tone menus
81350576893, Michal Lahav,Virtual guiding avatar: an effective procedure to reduce simulator sickness in virtual environments
81100239551, Dimitrios Miras,Sharp or smooth?: comparing the effects of quantization vs. frame rate for streamed video
81100073964, David R. McGee,"Comparing paper and tangible, multimodal tools"
81100421673, Daniel Markley,Distract-R: rapid prototyping and evaluation of in-vehicle interfaces
81548114764, Chris Beckmann,a CAPpella: programming by demonstration of context-aware applications
81100387125, Susan Wiedenbeck,Effectiveness of end-user debugging software features: are there gender issues?
81385598345, Xing Xie,Learning user interest for image browsing on small-form-factor devices
81100463317, Ju Row-Farr,Orchestrating a mixed reality performance|Where on-line meets on the streets: experiences with mobile mixed reality games|Orchestrating a mixed reality game 'on the ground'
81100243264, Shelly Farnham,"HutchWorld: clinical study of computer-mediated social support for cancer patients and their caregivers|Designing for improved social responsibility, user participation and content in on-line communities|Finding others online: reputation systems for social online spaces"
81408594090, Charles Owen,Comparative effectiveness of augmented reality in object assembly
81100490463, Frank Vetere,Mediating intimacy: designing technologies to support strong-tie relationships
81100065366, Michael Rounding,The notification collage: posting information to public and personal displays
81100168208, Amy K. Karlson,AppLens and launchTile: two designs for one-handed thumb use on small devices
81100333345, Mick P. Couper,Social presence in Web surveys
81100590648, Jack Whalen,Information use of service technicians in difficult cases
81100136322, Robert Slagter,Eye gaze patterns in conversations: there is more to conversational agents than meets the eyes
